lat,lon,severity,year,hour,casualties,injuries,vehicle_type,day_type
6.389679,2.46051,Minor Injury,2020,18,0,1,Motorcycle,Weekday
6.414465,2.451231,Minor Injury,2021,11,0,2,Bicycle,Weekend
6.40974,2.448898,Property Damage,2021,7,0,0,Motorcycle,Weekend
6.389714,2.463005,Property Damage,2022,11,0,0,Motorcycle,Weekday
6.429062,2.43781,Serious Injury,2024,10,0,1,Car,Weekday
6.400833,2.478275,Fatal,2023,10,3,2,Motorcycle,Weekend
6.385642,2.446921,Minor Injury,2023,13,0,1,Car,Weekday
6.407574,2.447396,Minor Injury,2024,18,0,1,Motorcycle,Weekday
6.386343,2.43502,Minor Injury,2023,14,0,2,Motorcycle,Weekend
6.41053,2.463079,Minor Injury,2024,18,0,1,Motorcycle,Weekday
6.390982,2.440503,Minor Injury,2021,0,0,2,Motorcycle,Weekend
6.446783,2.412202,Property Damage,2023,20,0,0,Bicycle,Weekday
6.422062,2.398073,Minor Injury,2021,14,0,2,Car,Weekday
6.381255,2.460256,Property Damage,2021,22,0,0,Motorcycle,Weekend
6.408468,2.440695,Property Damage,2023,18,0,0,Motorcycle,Weekend
6.389469,2.462339,Serious Injury,2020,16,0,1,Car,Weekend
6.376316,2.42999,Minor Injury,2021,15,0,2,Motorcycle,Weekend
6.407543,2.441051,Serious Injury,2024,7,0,1,Motorcycle,Weekday
6.422772,2.404006,Minor Injury,2022,2,0,1,Car,Weekday
6.434768,2.409484,Minor Injury,2020,17,0,1,Car,Weekday
6.386984,2.442279,Minor Injury,2023,19,0,1,Motorcycle,Weekday
6.421217,2.461979,Minor Injury,2024,17,0,2,Car,Weekend
6.398946,2.476175,Minor Injury,2023,15,0,1,Bus/Truck,Weekday
6.400998,2.44248,Minor Injury,2021,20,0,1,Motorcycle,Weekday
6.406078,2.442113,Property Damage,2020,19,0,0,Motorcycle,Weekday
6.432177,2.455249,Serious Injury,2023,12,0,2,Motorcycle,Weekday
6.412526,2.447779,Property Damage,2023,11,0,0,Motorcycle,Weekday
6.426683,2.408985,Serious Injury,2022,14,0,2,Car,Weekend
6.392306,2.437232,Property Damage,2022,11,0,0,Car,Weekday
6.447434,2.468049,Property Damage,2022,17,0,0,Car,Weekday
6.411558,2.440717,Minor Injury,2023,20,0,1,Motorcycle,Weekend
6.390313,2.402841,Minor Injury,2024,20,0,2,Car,Weekday
6.38881,2.461559,Property Damage,2020,16,0,0,Bicycle,Weekday
6.441969,2.464975,Serious Injury,2024,16,0,1,Car,Weekday
6.41189,2.451158,Property Damage,2023,22,0,0,Motorcycle,Weekday
6.3933,2.461337,Property Damage,2024,14,0,0,Car,Weekday
6.406071,2.44041,Property Damage,2021,22,0,0,Motorcycle,Weekday
6.44583,2.412723,Minor Injury,2020,1,0,1,Motorcycle,Weekday
6.40198,2.444387,Minor Injury,2022,6,0,2,Car,Weekday
6.410769,2.463042,Minor Injury,2020,13,0,2,Bus/Truck,Weekday
6.406566,2.423153,Property Damage,2023,11,0,0,Car,Weekday
6.439134,2.466168,Property Damage,2020,13,0,0,Car,Weekday
6.439507,2.458307,Fatal,2021,2,1,0,Bicycle,Weekend
6.387798,2.444027,Serious Injury,2023,19,0,1,Car,Weekday
6.432012,2.458689,Serious Injury,2023,15,0,2,Motorcycle,Weekend
6.388771,2.459129,Property Damage,2022,9,0,0,Bus/Truck,Weekday
6.390507,2.460156,Minor Injury,2023,22,0,1,Motorcycle,Weekday
6.387886,2.439213,Minor Injury,2020,9,0,2,Bus/Truck,Weekday
6.3927,2.486417,Serious Injury,2022,22,0,3,Motorcycle,Weekday
6.409108,2.453941,Property Damage,2022,14,0,0,Motorcycle,Weekday
6.436304,2.463082,Minor Injury,2024,11,0,2,Car,Weekend
6.410054,2.446165,Serious Injury,2021,7,0,3,Motorcycle,Weekday
6.398577,2.423444,Serious Injury,2022,18,0,1,Motorcycle,Weekday
6.414536,2.449261,Property Damage,2024,22,0,0,Car,Weekday
6.427459,2.409178,Property Damage,2022,13,0,0,Car,Weekday
6.383319,2.432995,Serious Injury,2023,18,0,1,Car,Weekday
6.40117,2.467873,Minor Injury,2020,11,0,2,Bicycle,Weekend
6.410274,2.436913,Property Damage,2020,15,0,0,Motorcycle,Weekday
6.396408,2.428938,Fatal,2021,1,2,1,Bicycle,Weekday
6.391659,2.481693,Property Damage,2021,12,0,0,Motorcycle,Weekday
6.416294,2.450663,Property Damage,2023,18,0,0,Motorcycle,Weekday
6.404045,2.443741,Property Damage,2023,19,0,0,Motorcycle,Weekday
6.392464,2.441812,Minor Injury,2023,11,0,2,Car,Weekend
6.424747,2.465719,Property Damage,2022,7,0,0,Bicycle,Weekday
6.387895,2.445194,Minor Injury,2024,10,0,2,Motorcycle,Weekday
6.40395,2.413629,Serious Injury,2021,7,0,1,Car,Weekday
6.38936,2.437234,Minor Injury,2020,10,0,1,Motorcycle,Weekend
6.4125,2.458077,Serious Injury,2020,19,0,2,Car,Weekday
6.393448,2.424458,Serious Injury,2022,12,0,2,Car,Weekday
6.442069,2.439921,Property Damage,2022,21,0,0,Bicycle,Weekend
6.434857,2.413778,Minor Injury,2024,20,0,2,Motorcycle,Weekday
6.410672,2.446469,Serious Injury,2021,14,0,3,Motorcycle,Weekend
6.385649,2.437189,Minor Injury,2020,18,0,2,Car,Weekday
6.430395,2.457752,Minor Injury,2021,13,0,2,Motorcycle,Weekday
6.40916,2.441735,Serious Injury,2024,7,0,1,Motorcycle,Weekday
6.386025,2.436854,Minor Injury,2021,21,0,1,Car,Weekday
6.43472,2.461071,Minor Injury,2024,10,0,1,Motorcycle,Weekend
6.432684,2.461912,Property Damage,2023,6,0,0,Car,Weekend
6.411957,2.451113,Minor Injury,2021,11,0,1,Bus/Truck,Weekday
6.436672,2.467238,Fatal,2022,13,3,1,Car,Weekday
6.389244,2.443761,Minor Injury,2021,15,0,1,Bus/Truck,Weekend
6.384713,2.409171,Minor Injury,2024,18,0,1,Motorcycle,Weekday
6.391085,2.478454,Minor Injury,2021,7,0,1,Motorcycle,Weekday
6.412844,2.450527,Minor Injury,2020,12,0,1,Bicycle,Weekday
6.390429,2.438855,Property Damage,2021,18,0,0,Motorcycle,Weekend
6.439976,2.465956,Minor Injury,2021,8,0,2,Motorcycle,Weekday
6.392286,2.437419,Serious Injury,2024,18,0,1,Car,Weekday
6.3913,2.46365,Serious Injury,2024,20,0,1,Car,Weekday
6.415499,2.455997,Serious Injury,2020,8,0,1,Motorcycle,Weekday
6.412217,2.459769,Minor Injury,2024,16,0,1,Car,Weekend
6.442001,2.451656,Property Damage,2020,10,0,0,Car,Weekday
6.390651,2.443469,Minor Injury,2023,6,0,2,Car,Weekday
6.372866,2.463748,Serious Injury,2022,18,0,1,Car,Weekday
6.445998,2.461564,Serious Injury,2021,16,0,3,Motorcycle,Weekday
6.441052,2.394316,Property Damage,2020,8,0,0,Car,Weekday
6.387466,2.463256,Property Damage,2022,20,0,0,Car,Weekend
6.404422,2.441467,Property Damage,2024,17,0,0,Car,Weekend
6.406352,2.445416,Serious Injury,2024,12,0,2,Car,Weekday
6.385534,2.434528,Minor Injury,2022,16,0,2,Motorcycle,Weekday
6.390313,2.432889,Minor Injury,2020,12,0,1,Motorcycle,Weekend
6.426857,2.46211,Fatal,2023,8,1,0,Car,Weekday
6.438701,2.463265,Serious Injury,2024,17,0,2,Car,Weekend
6.416306,2.412062,Property Damage,2020,8,0,0,Bus/Truck,Weekday
6.389927,2.460979,Property Damage,2022,11,0,0,Motorcycle,Weekend
6.432164,2.462515,Fatal,2023,9,3,2,Motorcycle,Weekday
6.402218,2.433508,Serious Injury,2022,1,0,1,Car,Weekday
6.390544,2.438972,Minor Injury,2024,8,0,2,Motorcycle,Weekday
6.386652,2.462451,Property Damage,2023,20,0,0,Motorcycle,Weekend
6.412208,2.45117,Property Damage,2023,6,0,0,Motorcycle,Weekday
6.411231,2.455671,Fatal,2023,17,1,1,Car,Weekday
6.389139,2.440761,Minor Injury,2022,22,0,1,Car,Weekend
6.421701,2.395818,Serious Injury,2023,12,0,2,Motorcycle,Weekend
6.40091,2.442857,Fatal,2024,20,3,2,Motorcycle,Weekday
6.432417,2.447023,Serious Injury,2020,15,0,1,Bus/Truck,Weekday
6.412437,2.439109,Minor Injury,2022,16,0,1,Car,Weekend
6.438951,2.462266,Property Damage,2021,20,0,0,Motorcycle,Weekday
6.438211,2.463001,Serious Injury,2023,13,0,3,Bicycle,Weekday
6.391631,2.461729,Serious Injury,2021,14,0,2,Bicycle,Weekend
6.434957,2.466852,Property Damage,2024,13,0,0,Motorcycle,Weekday
6.431597,2.439255,Minor Injury,2024,11,0,1,Bus/Truck,Weekend
6.410492,2.44923,Property Damage,2021,20,0,0,Bus/Truck,Weekend
6.438361,2.462269,Minor Injury,2022,8,0,1,Bus/Truck,Weekday
6.390304,2.439992,Property Damage,2020,5,0,0,Motorcycle,Weekday
6.436339,2.458452,Minor Injury,2024,14,0,1,Motorcycle,Weekday
6.43583,2.463619,Property Damage,2023,17,0,0,Motorcycle,Weekday
6.43767,2.460099,Property Damage,2020,9,0,0,Motorcycle,Weekday
6.404028,2.40579,Property Damage,2022,16,0,0,Motorcycle,Weekday
6.388483,2.446273,Serious Injury,2021,22,0,1,Car,Weekend
6.383718,2.446701,Property Damage,2022,21,0,0,Car,Weekday
6.427792,2.398392,Serious Injury,2024,10,0,1,Motorcycle,Weekend
6.405749,2.388702,Serious Injury,2020,15,0,2,Car,Weekend
6.385444,2.442378,Minor Injury,2021,8,0,2,Motorcycle,Weekday
6.375614,2.472555,Serious Injury,2020,7,0,2,Motorcycle,Weekday
6.386002,2.434531,Minor Injury,2021,20,0,1,Car,Weekday
6.426154,2.471151,Minor Injury,2024,4,0,1,Bus/Truck,Weekday
6.414466,2.473285,Fatal,2021,17,1,1,Motorcycle,Weekday
6.434008,2.392548,Serious Injury,2021,8,0,1,Car,Weekday
6.423757,2.403291,Property Damage,2020,3,0,0,Car,Weekend
6.40707,2.453234,Minor Injury,2023,15,0,2,Bicycle,Weekday
6.426755,2.462462,Property Damage,2024,16,0,0,Motorcycle,Weekday
6.387313,2.438942,Property Damage,2020,19,0,0,Motorcycle,Weekday
6.403696,2.454606,Property Damage,2020,15,0,0,Car,Weekend
6.425798,2.459161,Minor Injury,2024,19,0,2,Motorcycle,Weekday
6.411179,2.449135,Property Damage,2022,19,0,0,Car,Weekend
6.402081,2.429961,Property Damage,2021,17,0,0,Motorcycle,Weekday
6.385673,2.437518,Fatal,2022,12,2,1,Bicycle,Weekday
6.404073,2.447074,Property Damage,2023,12,0,0,Bicycle,Weekday
6.394048,2.43673,Property Damage,2022,8,0,0,Car,Weekday
6.386729,2.459447,Property Damage,2024,9,0,0,Motorcycle,Weekday
6.404949,2.441214,Minor Injury,2020,11,0,2,Car,Weekend
6.408757,2.451146,Property Damage,2020,6,0,0,Motorcycle,Weekday
6.438405,2.467897,Property Damage,2021,12,0,0,Car,Weekday
6.389794,2.439779,Minor Injury,2020,11,0,2,Motorcycle,Weekday
6.384351,2.480029,Fatal,2024,18,3,1,Car,Weekday
6.388414,2.436195,Property Damage,2020,21,0,0,Motorcycle,Weekend
6.429726,2.404392,Property Damage,2023,16,0,0,Bicycle,Weekend
6.413634,2.437857,Property Damage,2024,15,0,0,Motorcycle,Weekday
6.421219,2.426748,Minor Injury,2024,16,0,2,Car,Weekday
6.392132,2.458546,Property Damage,2023,13,0,0,Car,Weekday
6.390351,2.464667,Property Damage,2020,15,0,0,Car,Weekday
6.40776,2.451772,Serious Injury,2024,9,0,3,Car,Weekday
6.404455,2.464229,Minor Injury,2021,11,0,2,Car,Weekend
6.419992,2.46224,Minor Injury,2024,18,0,1,Motorcycle,Weekend
6.405214,2.419388,Serious Injury,2024,9,0,2,Bus/Truck,Weekend
6.372161,2.459218,Minor Injury,2021,10,0,2,Car,Weekend
6.403855,2.440484,Minor Injury,2021,6,0,1,Motorcycle,Weekend
6.39973,2.39178,Minor Injury,2024,11,0,2,Bicycle,Weekend
6.409377,2.448325,Serious Injury,2022,20,0,2,Motorcycle,Weekday
6.390084,2.442023,Minor Injury,2020,17,0,2,Motorcycle,Weekend
6.409236,2.459204,Minor Injury,2023,22,0,1,Car,Weekday
6.434734,2.449346,Minor Injury,2024,8,0,1,Motorcycle,Weekday
6.430158,2.409069,Serious Injury,2020,17,0,2,Bicycle,Weekday
6.378606,2.409015,Property Damage,2024,18,0,0,Bus/Truck,Weekday
6.436388,2.462458,Minor Injury,2020,17,0,2,Bicycle,Weekday
6.424041,2.43925,Property Damage,2022,12,0,0,Car,Weekday
6.389243,2.439726,Property Damage,2020,23,0,0,Car,Weekend
6.440743,2.479948,Property Damage,2023,8,0,0,Bicycle,Weekday
6.411666,2.479108,Minor Injury,2024,19,0,1,Car,Weekday
6.413645,2.449949,Minor Injury,2022,19,0,1,Motorcycle,Weekend
6.404915,2.435627,Minor Injury,2023,5,0,2,Motorcycle,Weekday
6.371148,2.425439,Serious Injury,2022,10,0,2,Car,Weekday
6.406841,2.428219,Property Damage,2023,10,0,0,Motorcycle,Weekend
6.396938,2.44033,Minor Injury,2021,2,0,2,Motorcycle,Weekday
6.38836,2.460857,Minor Injury,2020,17,0,1,Car,Weekday
6.407506,2.450061,Property Damage,2023,20,0,0,Motorcycle,Weekday
6.392264,2.427934,Serious Injury,2021,6,0,2,Bus/Truck,Weekday
6.390828,2.457109,Minor Injury,2020,15,0,1,Car,Weekday
6.408838,2.464733,Property Damage,2021,8,0,0,Car,Weekday
6.387567,2.459816,Minor Injury,2022,17,0,1,Motorcycle,Weekday
6.39371,2.460988,Property Damage,2023,16,0,0,Car,Weekday
6.392374,2.440145,Property Damage,2020,8,0,0,Bus/Truck,Weekend
6.433092,2.458859,Property Damage,2024,20,0,0,Motorcycle,Weekday
6.410904,2.44792,Fatal,2020,12,1,1,Motorcycle,Weekday
6.392907,2.443516,Fatal,2020,11,2,2,Motorcycle,Weekday
6.409068,2.455439,Minor Injury,2022,13,0,1,Motorcycle,Weekend
6.433042,2.455192,Property Damage,2023,7,0,0,Car,Weekday
6.393437,2.427796,Property Damage,2021,14,0,0,Car,Weekend
6.410374,2.449143,Minor Injury,2023,22,0,2,Car,Weekday
6.390073,2.471143,Serious Injury,2023,19,0,3,Car,Weekday
6.43867,2.460386,Property Damage,2024,0,0,0,Car,Weekend
6.410931,2.450568,Minor Injury,2022,19,0,2,Motorcycle,Weekday
6.395141,2.43981,Minor Injury,2022,15,0,2,Bus/Truck,Weekday
6.391825,2.455811,Serious Injury,2022,16,0,1,Motorcycle,Weekday
6.39367,2.437544,Property Damage,2021,18,0,0,Motorcycle,Weekday
6.403796,2.44152,Minor Injury,2022,13,0,1,Car,Weekday
6.443874,2.463568,Minor Injury,2023,1,0,2,Motorcycle,Weekend
6.437945,2.415138,Serious Injury,2020,20,0,1,Car,Weekday
6.39114,2.461736,Minor Injury,2022,7,0,1,Motorcycle,Weekend
6.43704,2.460357,Property Damage,2021,15,0,0,Bus/Truck,Weekend
6.404738,2.457243,Serious Injury,2020,19,0,2,Motorcycle,Weekday
6.392462,2.463332,Minor Injury,2022,20,0,2,Motorcycle,Weekend
6.403405,2.410548,Serious Injury,2024,1,0,1,Car,Weekday
6.392108,2.467306,Property Damage,2023,9,0,0,Bicycle,Weekday
6.393145,2.435611,Serious Injury,2020,7,0,3,Car,Weekend
6.38768,2.460515,Property Damage,2020,8,0,0,Car,Weekday
6.418143,2.399963,Minor Injury,2024,17,0,1,Car,Weekend
6.38836,2.433912,Minor Injury,2022,8,0,1,Motorcycle,Weekday
6.383998,2.459676,Minor Injury,2020,5,0,2,Motorcycle,Weekday
6.411055,2.438417,Minor Injury,2020,15,0,2,Car,Weekday
6.410014,2.451116,Property Damage,2024,16,0,0,Motorcycle,Weekday
6.390868,2.441432,Serious Injury,2023,16,0,1,Motorcycle,Weekday
6.388102,2.464559,Minor Injury,2022,18,0,1,Car,Weekday
6.407895,2.437454,Minor Injury,2021,6,0,1,Bus/Truck,Weekday
6.432325,2.446352,Property Damage,2024,14,0,0,Car,Weekday
6.403023,2.443908,Serious Injury,2022,18,0,1,Car,Weekday
6.443705,2.438214,Property Damage,2021,11,0,0,Car,Weekday
6.406703,2.46186,Minor Injury,2020,22,0,1,Car,Weekday
6.395317,2.443516,Property Damage,2022,21,0,0,Car,Weekday
6.433892,2.460702,Fatal,2024,8,2,2,Motorcycle,Weekend
6.406324,2.443339,Property Damage,2021,6,0,0,Bus/Truck,Weekday
6.415337,2.462844,Minor Injury,2023,15,0,1,Motorcycle,Weekday
6.394049,2.438828,Property Damage,2021,3,0,0,Car,Weekday
6.404219,2.461215,Property Damage,2020,4,0,0,Motorcycle,Weekday
6.434232,2.455085,Property Damage,2022,4,0,0,Motorcycle,Weekday
6.409083,2.440055,Minor Injury,2023,7,0,2,Car,Weekday
6.391941,2.427671,Serious Injury,2022,11,0,3,Motorcycle,Weekday
6.438203,2.433859,Minor Injury,2024,17,0,2,Car,Weekend
6.383814,2.440672,Property Damage,2023,12,0,0,Bus/Truck,Weekend
6.409209,2.419541,Property Damage,2024,16,0,0,Motorcycle,Weekday
6.388363,2.440732,Minor Injury,2022,7,0,1,Bus/Truck,Weekday
6.393938,2.459184,Property Damage,2020,7,0,0,Car,Weekday
6.395382,2.419585,Property Damage,2024,12,0,0,Car,Weekend
6.409735,2.451655,Minor Injury,2023,15,0,2,Motorcycle,Weekday
6.401338,2.439945,Minor Injury,2024,17,0,1,Motorcycle,Weekday
6.42114,2.432402,Property Damage,2021,8,0,0,Car,Weekday
6.391022,2.437143,Minor Injury,2022,8,0,1,Bus/Truck,Weekday
6.411611,2.453116,Minor Injury,2023,6,0,2,Car,Weekday
6.430957,2.443293,Serious Injury,2024,16,0,3,Motorcycle,Weekday
6.390049,2.463724,Property Damage,2024,16,0,0,Car,Weekday
6.407747,2.442152,Property Damage,2024,10,0,0,Motorcycle,Weekend
6.399652,2.450646,Minor Injury,2022,15,0,1,Bus/Truck,Weekend
6.390976,2.446592,Serious Injury,2020,17,0,1,Car,Weekend
6.437044,2.41981,Minor Injury,2020,12,0,2,Motorcycle,Weekend
6.39178,2.440431,Minor Injury,2020,8,0,2,Motorcycle,Weekday
6.406372,2.447841,Property Damage,2024,7,0,0,Bicycle,Weekday
6.404629,2.44287,Minor Injury,2023,18,0,2,Motorcycle,Weekday
6.420011,2.460048,Minor Injury,2023,9,0,1,Motorcycle,Weekday
6.407319,2.426525,Serious Injury,2023,22,0,3,Motorcycle,Weekend
6.382096,2.437864,Property Damage,2021,15,0,0,Car,Weekday
6.391747,2.436295,Minor Injury,2020,7,0,2,Car,Weekday
6.394961,2.441954,Property Damage,2024,16,0,0,Motorcycle,Weekday
6.40287,2.43969,Fatal,2023,9,3,1,Bus/Truck,Weekday
6.437684,2.457245,Property Damage,2023,20,0,0,Motorcycle,Weekday
6.437476,2.458501,Serious Injury,2024,15,0,2,Motorcycle,Weekday
6.388253,2.458374,Serious Injury,2022,1,0,2,Car,Weekend
6.389208,2.463008,Property Damage,2023,17,0,0,Motorcycle,Weekday
6.395482,2.457349,Minor Injury,2022,17,0,2,Bus/Truck,Weekend
6.444212,2.41105,Property Damage,2024,6,0,0,Bus/Truck,Weekday
6.391594,2.464177,Minor Injury,2022,18,0,2,Bus/Truck,Weekday
6.444584,2.457536,Minor Injury,2023,18,0,2,Motorcycle,Weekday
6.38914,2.460313,Serious Injury,2020,17,0,3,Car,Weekday
6.413703,2.441054,Serious Injury,2022,18,0,3,Car,Weekend
6.411457,2.449523,Property Damage,2020,9,0,0,Motorcycle,Weekday
6.389836,2.442514,Minor Injury,2021,14,0,1,Motorcycle,Weekday
6.403462,2.455813,Serious Injury,2024,22,0,2,Motorcycle,Weekday
6.392002,2.437728,Minor Injury,2021,15,0,1,Motorcycle,Weekday
6.393839,2.436501,Property Damage,2022,20,0,0,Car,Weekday
6.391509,2.459115,Minor Injury,2020,21,0,2,Motorcycle,Weekday
6.422296,2.39183,Property Damage,2023,7,0,0,Motorcycle,Weekday
6.434963,2.464098,Minor Injury,2022,12,0,1,Car,Weekday
6.387925,2.443698,Minor Injury,2024,13,0,2,Bus/Truck,Weekday
6.438022,2.457548,Minor Injury,2020,18,0,2,Car,Weekend
6.42399,2.443108,Property Damage,2020,22,0,0,Car,Weekday
6.394616,2.468098,Property Damage,2024,13,0,0,Motorcycle,Weekend
6.395359,2.446379,Serious Injury,2022,10,0,2,Car,Weekend
6.391188,2.447848,Minor Injury,2022,19,0,2,Motorcycle,Weekday
6.404416,2.45362,Serious Injury,2022,5,0,2,Motorcycle,Weekend
6.407625,2.462985,Property Damage,2021,6,0,0,Motorcycle,Weekend
6.433067,2.459796,Property Damage,2024,14,0,0,Motorcycle,Weekday
6.405018,2.456299,Property Damage,2023,12,0,0,Car,Weekday
6.409798,2.455609,Property Damage,2021,11,0,0,Bicycle,Weekend
6.387021,2.461877,Serious Injury,2023,9,0,3,Car,Weekday
6.390637,2.481695,Fatal,2023,20,2,0,Motorcycle,Weekday
6.442978,2.441259,Property Damage,2022,12,0,0,Car,Weekday
6.434497,2.438579,Minor Injury,2024,18,0,2,Bicycle,Weekday
6.420494,2.392649,Minor Injury,2023,6,0,2,Motorcycle,Weekday
6.440343,2.463228,Minor Injury,2023,19,0,2,Car,Weekend
6.390207,2.442935,Serious Injury,2020,8,0,1,Car,Weekday
6.39246,2.403508,Serious Injury,2024,19,0,3,Car,Weekend
6.408624,2.443991,Serious Injury,2023,11,0,3,Bus/Truck,Weekday
6.408212,2.438018,Property Damage,2023,7,0,0,Bus/Truck,Weekend
6.406176,2.409846,Fatal,2021,22,1,1,Bus/Truck,Weekday
6.425179,2.414918,Property Damage,2020,11,0,0,Car,Weekday
6.395029,2.461484,Property Damage,2020,18,0,0,Car,Weekday
6.433582,2.427598,Property Damage,2022,12,0,0,Motorcycle,Weekday
6.448009,2.462143,Minor Injury,2021,12,0,1,Bicycle,Weekday
6.411511,2.445634,Minor Injury,2022,18,0,1,Motorcycle,Weekend
6.394847,2.461417,Fatal,2023,17,1,1,Motorcycle,Weekday
6.39162,2.456232,Minor Injury,2022,9,0,1,Car,Weekend
6.406147,2.437874,Serious Injury,2021,21,0,2,Car,Weekday
6.433955,2.466998,Minor Injury,2024,11,0,1,Motorcycle,Weekday
6.416061,2.396112,Property Damage,2021,20,0,0,Motorcycle,Weekday
6.410948,2.44391,Property Damage,2020,19,0,0,Motorcycle,Weekday
6.410473,2.451803,Serious Injury,2022,12,0,3,Bus/Truck,Weekday
6.406762,2.439118,Property Damage,2023,11,0,0,Car,Weekend
6.38807,2.440568,Property Damage,2022,19,0,0,Car,Weekday
6.443533,2.477639,Minor Injury,2020,12,0,2,Bicycle,Weekday
6.386547,2.458304,Property Damage,2022,7,0,0,Car,Weekday
6.396788,2.431826,Serious Injury,2024,7,0,1,Motorcycle,Weekday
6.377259,2.462228,Property Damage,2022,7,0,0,Car,Weekday
6.388425,2.469529,Minor Injury,2020,9,0,2,Motorcycle,Weekend
6.387351,2.467474,Serious Injury,2020,4,0,2,Motorcycle,Weekday
6.43247,2.465639,Minor Injury,2022,10,0,1,Bicycle,Weekday
6.377646,2.434263,Minor Injury,2024,21,0,2,Car,Weekday
6.391712,2.456889,Serious Injury,2023,9,0,3,Bicycle,Weekday
6.39003,2.470624,Minor Injury,2021,11,0,1,Car,Weekday
6.38735,2.438661,Minor Injury,2022,20,0,1,Car,Weekend
6.428478,2.405086,Property Damage,2021,11,0,0,Car,Weekday
6.388744,2.44753,Serious Injury,2023,12,0,3,Motorcycle,Weekend
6.413108,2.444264,Property Damage,2022,21,0,0,Motorcycle,Weekday
6.438059,2.410365,Minor Injury,2020,19,0,2,Car,Weekday
6.418848,2.437739,Property Damage,2022,12,0,0,Car,Weekday
6.384689,2.450856,Serious Injury,2023,19,0,1,Motorcycle,Weekday
6.44957,2.437824,Property Damage,2022,6,0,0,Bicycle,Weekday
6.437662,2.458382,Minor Injury,2024,17,0,1,Motorcycle,Weekday
6.406771,2.433418,Serious Injury,2022,18,0,1,Bus/Truck,Weekday
6.432035,2.40994,Serious Injury,2021,10,0,3,Car,Weekday
6.393415,2.459995,Minor Injury,2024,12,0,2,Motorcycle,Weekday
6.406703,2.442401,Property Damage,2023,19,0,0,Bicycle,Weekday
6.392399,2.462838,Serious Injury,2020,5,0,3,Motorcycle,Weekend
6.385437,2.46138,Property Damage,2023,20,0,0,Bicycle,Weekend
6.436815,2.438525,Minor Injury,2020,16,0,1,Motorcycle,Weekend
6.404306,2.440633,Minor Injury,2022,19,0,2,Motorcycle,Weekend
6.412668,2.453385,Serious Injury,2024,18,0,3,Motorcycle,Weekday
6.437369,2.458239,Minor Injury,2024,13,0,2,Bicycle,Weekday
6.404294,2.454011,Minor Injury,2023,6,0,2,Motorcycle,Weekend
6.387298,2.462103,Property Damage,2022,7,0,0,Motorcycle,Weekend
6.397128,2.437107,Serious Injury,2024,14,0,2,Motorcycle,Weekend
6.390313,2.395962,Minor Injury,2024,22,0,1,Bicycle,Weekday
6.413405,2.450379,Minor Injury,2020,8,0,2,Motorcycle,Weekday
6.376337,2.412273,Property Damage,2022,3,0,0,Bicycle,Weekday
6.404191,2.439356,Serious Injury,2024,11,0,1,Motorcycle,Weekday
6.407275,2.397636,Minor Injury,2022,14,0,1,Motorcycle,Weekday
6.424323,2.457002,Fatal,2024,12,3,0,Car,Weekday
6.389044,2.46175,Minor Injury,2023,12,0,2,Car,Weekday
6.430813,2.454569,Property Damage,2022,16,0,0,Motorcycle,Weekend
6.432272,2.462171,Property Damage,2020,21,0,0,Bicycle,Weekday
6.404137,2.438472,Property Damage,2021,10,0,0,Motorcycle,Weekday
6.431989,2.460982,Serious Injury,2024,16,0,2,Bicycle,Weekend
6.407727,2.430058,Fatal,2023,8,1,1,Motorcycle,Weekday
6.385655,2.454576,Minor Injury,2022,18,0,1,Car,Weekday
6.437255,2.438785,Property Damage,2023,17,0,0,Car,Weekday
6.404577,2.437929,Minor Injury,2020,20,0,2,Motorcycle,Weekday
6.388184,2.441986,Property Damage,2020,23,0,0,Car,Weekday
6.404016,2.435875,Serious Injury,2023,14,0,2,Bus/Truck,Weekend
6.388091,2.461454,Property Damage,2024,22,0,0,Motorcycle,Weekday
6.428511,2.476718,Property Damage,2022,8,0,0,Car,Weekend
6.389915,2.464063,Serious Injury,2021,13,0,1,Motorcycle,Weekday
6.383165,2.458944,Serious Injury,2021,18,0,2,Car,Weekday
6.400813,2.443623,Minor Injury,2022,16,0,1,Motorcycle,Weekday
6.375701,2.442877,Property Damage,2021,8,0,0,Motorcycle,Weekday
6.439381,2.399926,Serious Injury,2022,14,0,1,Bus/Truck,Weekday
6.411822,2.451584,Minor Injury,2020,18,0,2,Motorcycle,Weekday
6.435483,2.455295,Minor Injury,2021,10,0,2,Car,Weekday
6.390144,2.465326,Minor Injury,2024,17,0,2,Motorcycle,Weekday
6.373962,2.424303,Property Damage,2024,17,0,0,Car,Weekday
6.410962,2.448382,Minor Injury,2020,21,0,2,Car,Weekday
6.410199,2.449579,Minor Injury,2021,12,0,2,Motorcycle,Weekday
6.393378,2.441299,Minor Injury,2024,9,0,1,Car,Weekday
6.42727,2.420482,Minor Injury,2020,18,0,2,Motorcycle,Weekday
6.43664,2.443499,Serious Injury,2024,19,0,1,Motorcycle,Weekday
6.436682,2.458688,Minor Injury,2022,18,0,2,Motorcycle,Weekend
6.403191,2.409832,Minor Injury,2023,14,0,2,Motorcycle,Weekday
6.40811,2.452146,Serious Injury,2020,19,0,3,Motorcycle,Weekday
6.44962,2.467793,Minor Injury,2022,19,0,2,Motorcycle,Weekend
6.406337,2.401413,Minor Injury,2022,15,0,1,Car,Weekday
6.435897,2.455605,Property Damage,2022,11,0,0,Motorcycle,Weekday
